cast,certificate,genre,grosscollection,imdbrating,imglinks,metascore,movie,noofvotes,plot,production_year,release_date,runtime,tconst,gtrendssearch,date
"     Director: Luv Ranjan |      Stars: Kartik Aaryan,  Nushrat Bharucha,  Kiran Kumar,  Gautam Mehra ",NA,"Drama, Romance            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BNDliYTMzMTAtYmVkNS00Y2I4LWI0MDktMGQ5YjE0MWMxNTFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR0,0,140,209_AL_.jpg",-1,Akaash Vani,1378,    Follows the love story of a boy and a girl.,2013,25-Jan-13,149 min,tt2423132,Akaash Vani,2013-01-25
"     Director: Prakash Jha |      Stars: Amitabh Bachchan,  Kareena Kapoor Khan,  Ajay Devgn,  Arjun Rampal ",UA,Drama            ,"738,525",6,"https://ia.media-imdb.com/images/M/MV5BMjA0NjA4OTExMF5BMl5BanBnXkFtZTgwMDQ2MTQwMDE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Satyagraha,4344,    A corporate go-getter sees his priorities shift when a personal tragedy brings him face-to-face with political corruption.,2013,30-Aug-13,152 min,tt2275802,Satyagraha,2013-08-30
"     Director: Dilip Ghosh |      Stars: Vidyut Jammwal,  Hsieh Chang Hai,  Nelson Liao Sheng Hua,  Ishita Vyas ",UA,Action            ,NA,6.1,"https://ia.media-imdb.com/images/M/MV5BYjE3YzY3NzQtN2JkZC00OTU3LWI4NmUtYWU5ZDM0MDljNTI0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Commando,3562,    A disavowed Indian commando helps protect a woman from a local thug who is hellbent on forcing her to marry him.,2013,12-Apr-13,124 min,tt2658126,Commando ,2013-04-12
"     Director: Anthony D'Souza |      Stars: Akshay Kumar,  Shiv Pandit,  Mithun Chakraborty,  Ronit Roy ",NA,Action            ,NA,5.5,"https://ia.media-imdb.com/images/M/MV5BMTkxMTE4NjYxNV5BMl5BanBnXkFtZTgwODA1NjkxMDE@._V1_UY209_CR0,0,140,209_AL_.jpg",42,Boss,9130,"    A man fights for people's rights. In Delhi, he will have to deal with a corrupt police officer.",2013,16-Oct-13,143 min,tt2571140,Boss ,2013-10-16
"     Director: Prabhudheva |      Stars: Shahid Kapoor,  Sonakshi Sinha,  Sonu Sood,  Ashish Vidyarthi ",UA,Action            ,NA,5.2,"https://ia.media-imdb.com/images/M/MV5BYWM5ZDY4OTMtN2U3Ny00YjM1LWIxZTUtYjdmYTA0NDdiY2NkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,R... Rajkumar,4408,    An aimless youth starts working for drug baron and his mission is to kill is rival.,2013,06-Dec-13,146 min,tt2369154,R Rajkumar,2013-12-06
"     Director: Prabhudheva |      Stars: Shruti Haasan,  Girish Taurani,  Randhir Kapoor,  Sonu Sood ",UA,"Action, Comedy, Drama            ",NA,5.7,"https://ia.media-imdb.com/images/M/MV5BMjI0MTI1ODYyNl5BMl5BanBnXkFtZTcwMTM2NzM4OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ramaiya Vastavaiya,2844,"    Ram falls in love with Sona, who lives on the fields of Punjab. He follows her to her farm, where her elder brother challenges him to produce more seed on their fields. If he wins, he will be allowed to marry her.",2013,19-Jul-13,148 min,tt2357926,Ramaiya Vastavaiya,2013-07-19
"     Director: Rohan Sippy |      Stars: Ayushmann Khurrana,  Kunaal Roy Kapur,  Pooja Salvi,  Gaelyn Mendonca ",UA,Comedy            ,NA,5.9,"https://ia.media-imdb.com/images/M/MV5BMjkzMDc2MjU0Ml5BMl5BanBnXkFtZTgwMDA2MTQ1MTE@._V1_UY209_CR7,0,140,209_AL_.jpg",-1,Nautanki Saala!,3583,    An actor's life changes dramatically when he saves a stranger from suicide.,2013,12-Apr-13,119 min,tt2341766,Nautanki Saala,2013-04-12
"     Director: Sudhir Mishra |      Stars: Arjun Rampal,  Chitrangda Singh,  Vipin Sharma,  Mithun Rodwittiya ",NA,"Drama, Romance, Thriller            ",NA,6.1,"https://ia.media-imdb.com/images/M/MV5BMTA0MDU5NDcyNTdeQTJeQWpwZ15BbWU4MDAyOTg5NTYx._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Inkaar,2183,"    At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",2013,18-Jan-13,125 min,tt2094854,Inkaar,2013-01-18
"     Director: Sanjay Gupta |      Stars: Anil Kapoor,  John Abraham,  Manoj Bajpayee,  Tusshar Kapoor ",A,"Action, Biography, Crime            ","369,310",5.9,"https://ia.media-imdb.com/images/M/MV5BMWNkZTdhOTAtZDZiMi00Yjc0LWFlN2UtMDdlYjgwNDJlZjg1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Shootout at Wadala,5233,"    The first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982. Based on a true story.",2013,03-May-13,155 min,tt2301155,Shootout at Wadala,2013-05-03
"     Director: Vishal Bhardwaj |      Stars: Pankaj Kapur,  Imran Khan,  Anushka Sharma,  Arya Babbar ",NA,"Comedy, Drama            ",NA,5.7,"https://ia.media-imdb.com/images/M/MV5BMTQyMzkxNjI5M15BMl5BanBnXkFtZTcwNDAzODY4OA@@._V1_UY209_CR2,0,140,209_AL_.jpg",46,Matru ki Bijlee ka Mandola,5573,"    Harry is an industrialist who loves his daughter Bijlee, and the bond they share with Harry's man friday, Matru. Bijlee's plan to wed the son of a politician, however, brings twists and turns in the lives of Matru, Bijlee and Mandola.",2013,11-Jan-13,151 min,tt2106537,Matru ki Bijlee ka Mandola,2013-01-11
"     Director: David Dhawan |      Stars: Ali Zafar,  Siddharth,  Divyendu Sharma,  Tapsee Pannu ",UA,"Comedy, Drama            ",NA,5.4,"https://ia.media-imdb.com/images/M/MV5BMjI1Nzc0MDM0M15BMl5BanBnXkFtZTcwNzA3NzQxOQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Chashme Baddoor,4479,"    When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",2013,05-Apr-13,121 min,tt2229848,Chashme Baddoor,2013-04-05
"     Director: Kannan Iyer |      Stars: Emraan Hashmi,  Konkona Sen Sharma,  Kalki Koechlin,  Huma Qureshi ",A,"Horror, Romance, Thriller            ",NA,5.7,"https://ia.media-imdb.com/images/M/MV5BMmE2Y2ZmODgtZjM2NS00NDUzLTk1ZjItNDdhYzEwYmZiY2Q4XkEyXkFqcGdeQXVyMzA3MDU4MTk@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ek Thi Daayan,3348,    A popular illusionist is haunted by a witch.,2013,18-Apr-13,135 min,tt2406676,Ek Thi Daayan,2013-04-18
"     Director: Tigmanshu Dhulia |      Stars: Saif Ali Khan,  Sonakshi Sinha,  Vidyut Jammwal,  Jimmy Sheirgill ",NA,"Action, Crime, Drama            ",NA,5.1,"https://ia.media-imdb.com/images/M/MV5BMTQzNzQ5ODA1NV5BMl5BanBnXkFtZTgwODYzODg2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Bullett Raja,3282,"    A common man who transforms into a gangster revolts against the very system he once obediently followed by declaring war on the police, the government, and the industrialists.",2013,29-Nov-13,138 min,tt2551378,Bullett Raja,2013-11-29
"     Director: Maneesh Sharma |      Stars: Sushant Singh Rajput,  Parineeti Chopra,  Rishi Kapoor,  Vaani Kapoor ",UA,"Drama, Romance            ",NA,5.8,"https://ia.media-imdb.com/images/M/MV5BMTU0NjI2MTI0Ml5BMl5BanBnXkFtZTcwNjI4MzY5OQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",-1,Shuddh Desi Romance,5320,    A romantic comedy which tells the journey of three restless young people who junk society's syllabus for finding love and decide to follow their heart.,2013,06-Sep-13,141 min,tt2988272,Shuddh Desi Romance,2013-09-06
"     Director: Milan Luthria |      Stars: Akshay Kumar,  Imran Khan,  Sonakshi Sinha,  Sonali Bendre ",UA,"Action, Crime, Drama            ",NA,4.8,"https://ia.media-imdb.com/images/M/MV5BNWE0ZWNhOTYtMDEyYS00OWE4LWIwNmEtZjdmN2Y2ODY2NGI2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Once Upon a Time in Mumbai Dobaara!,5848,"    After killing his mentor, a gangster comes into power to rule over Mumbai. In the process he falls for an aspiring actress, nevertheless he finds that his protege has fallen for her too which leads to enmity between them.",2013,15-Aug-13,160 min,tt1891884,Once Upon a Time in Mumbai Dobaara,2013-08-15
"     Director: Rajkumar Santoshi |      Stars: Shahid Kapoor,  Ileana D'Cruz,  Padmini Kolhapure,  Mukesh Tiwari ",U,"Action, Comedy            ","390,207",4.9,"https://ia.media-imdb.com/images/M/MV5BZGJlODA1YmQtNjMyNi00MDIzLWEwZTMtOWVhZDNjNzIyZDNjXkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Phata Poster Nikhla Hero,3555,"    After Vishwas Rao (Shahid Kapoor) is raised up by his Mother (Padmini Kolhapure), who apparently dreams for him to become a Police Inspector. However, he has different plans in mind. Vishwas wants to become a film hero.",2013,20-Sep-13,146 min,tt2615584,Phata Poster Nikhla Hero,2013-09-20
"     Director: Raj Kumar Gupta |      Stars: Emraan Hashmi,  Vidya Balan,  Rajesh Sharma,  Parvin Dabas ",UA,"Comedy, Crime, Thriller            ","203,044",5.7,"https://ia.media-imdb.com/images/M/MV5BNjUyNzYzNjkxMF5BMl5BanBnXkFtZTcwNzQwNTA0OQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Ghanchakkar,4094,    A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,2013,28-Jun-13,137 min,tt2246724,Ghanchakkar,2013-06-28
"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Saif Ali Khan,  Anil Kapoor,  John Abraham,  Deepika Padukone ",NA,"Action, Crime, Thriller            ","1,578,996",5.2,"https://ia.media-imdb.com/images/M/MV5BMjA4NzEzODQ3NV5BMl5BanBnXkFtZTcwMDMzMjg3OA@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Race 2,12989,    Ranvir treads through the world of the Indian mafia in Turkey as he looks to avenge the death of his lover and partner in crime.,2013,25-Jan-13,150 min,tt1375789,Race 2,2013-01-25
"     Director: Rajkumar Hirani |      Stars: Aamir Khan,  Anushka Sharma,  Sanjay Dutt,  Boman Irani ",UA,"Comedy, Drama, Fantasy            ","10,616,104",8.2,"https://ia.media-imdb.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,PK,121405,    An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,2014,19-Dec-14,153 min,tt2338151,PK,2014-12-19
"     Director: Vishal Bhardwaj |      Stars: Shahid Kapoor,  Tabu,  Shraddha Kapoor,  Kay Kay Menon ",UA,"Action, Crime, Drama            ","901,610",8.2,"https://ia.media-imdb.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Haider,43065,    A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects of playing a role in his father's fate.,2014,02-Oct-14,160 min,tt3390572,Haider,2014-10-02
"     Director: Vikas Bahl |      Stars: Kangana Ranaut,  Rajkummar Rao,  Lisa Haydon,  Jeffrey Ho ",UA,"Adventure, Comedy, Drama            ","1,429,534",8.3,"https://ia.media-imdb.com/images/M/MV5BMTkwOTM1NDY3N15BMl5BanBnXkFtZTgwNzYwNzkwMTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Queen,50772,    A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,2013,07-Mar-14,146 min,tt3322420,Queen,2014-03-07
"     Director: Farah Khan |      Stars: Shah Rukh Khan,  Deepika Padukone,  Abhishek Bachchan,  Anurag Kashyap ",U,"Action, Comedy, Drama            ",NA,5.2,"https://ia.media-imdb.com/images/M/MV5BMjEwZGQwZWMtNTU4Zi00YWVlLTlhZTYtZjc2MzJmMGVmMDQwXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY209_CR10,0,140,209_AL_.jpg",-1,Happy New Year,29597,    A gang of an amateur dancers takes part in a dancing competition to avenge their personal vendetta.,2014,24-Oct-14,180 min,tt2461132,Happy New Year ,2014-10-24
"     Director: Sajid Nadiadwala |      Stars: Salman Khan,  Jacqueline Fernandez,  Nawazuddin Siddiqui,  Randeep Hooda ",UA,"Action, Comedy, Thriller            ","2,461,031",5.4,"https://ia.media-imdb.com/images/M/MV5BMTUyMTg0MTA1OF5BMl5BanBnXkFtZTgwMDg2MjMwMjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Kick,19865,"    Devi Lal Singh, a typical youth with an anomalous standard of living, tries to find pleasure in whatever he does. He eventually becomes a thief and dons a new name, Devil.",2014,25-Jul-14,146 min,tt2372222,Kick ,2014-07-25
"     Director: Sohail Khan |      Stars: Salman Khan,  Tabu,  Nadira Babbar,  Danny Denzongpa ",UA,"Action, Drama            ","1,246,151",5.3,"https://ia.media-imdb.com/images/M/MV5BMTM5MTg1MjQxMl5BMl5BanBnXkFtZTgwMjM5MDk3MDE@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Jai Ho,14280,"    An ex-army officer initiates a unique idea of propagating social responsibility among ordinary people and in doing so, crosses paths with a powerful political family.",2014,24-Jan-14,135 min,tt1188982,Jai Ho,2014-01-24
"     Director: Siddharth Anand |      Stars: Hrithik Roshan,  Katrina Kaif,  Pavan Malhotra,  Danny Denzongpa ",UA,"Action, Adventure, Comedy            ","2,546,172",5.5,"https://ia.media-imdb.com/images/M/MV5BNjA3ZDkyMjgtMjYyNy00MDBkLTg5YmMtMGJmZDI4Mzg1YzhjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Bang Bang,18762,"    A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",2014,02-Oct-14,153 min,tt2905838,Bang Bang ,2014-10-02
"     Director: A.R. Murugadoss |      Stars: Akshay Kumar,  Sonakshi Sinha,  Freddy Daruwala,  Sumeet Raghvan ",UA,"Action, Crime, Thriller            ","706,893",7.4,"https://ia.media-imdb.com/images/M/MV5BZjE2MjA2YmUtY2ZjMC00MTE3LTg3N2YtYThkNTU3N2ZjNmIwXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Holiday,20929,    A military officer uses his intellect and fighting skills to hunt and knock down a terrorist aiming to rip apart Mumbai via the sleeper cells under his command.,2014,06-Jun-14,160 min,tt2556308,Holiday ,2014-06-06
"     Director: Imtiaz Ali |      Stars: Alia Bhatt,  Randeep Hooda,  Durgesh Kumar,  Pradeep Nagar ",UA,"Adventure, Crime, Drama            ","529,136",7.6,"https://ia.media-imdb.com/images/M/MV5BMjE5NjkyNTczM15BMl5BanBnXkFtZTgwNDg4MzE5MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",40,Highway,21271,"    Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",2014,21-Feb-14,133 min,tt2980794,Highway ,2014-02-21
"     Director: Mohit Suri |      Stars: Sidharth Malhotra,  Shraddha Kapoor,  Riteish Deshmukh,  Shaad Randhawa ",UA,"Action, Crime, Drama            ","414,116",6.5,"https://ia.media-imdb.com/images/M/MV5BMTQzODMxNDU3MF5BMl5BanBnXkFtZTgwMDAzNjMxMjE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Ek Villain,13530,"    When his lover becomes the latest victim of a serial killer, Guru blurs the line between good and evil in his pursuit of revenge.",2014,27-Jun-14,129 min,tt3175038,Ek Villain,2014-06-27
"     Director: Abhishek Varman |      Stars: Arjun Kapoor,  Alia Bhatt,  Amrita Singh,  Revathy ",UA,"Comedy, Drama, Romance            ","2,221,675",6.9,"https://ia.media-imdb.com/images/M/MV5BMTUwNjQ3Nzk5N15BMl5BanBnXkFtZTgwMjI4MTgzMTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,2 States,20556,    This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.,2014,18-Apr-14,149 min,tt2372678,2 States,2014-04-18
"     Director: Vinil Mathew |      Stars: Aariyan Gupta,  Adah Sharma,  Amita Udgata,  Anshikaa Shrivastava ",UA,"Comedy, Romance            ","336,985",6.9,"https://ia.media-imdb.com/images/M/MV5BNWNhYzljYmMtMGFmYS00YjYzLTk2NDAtYTNjMzI4NDkzYTk3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Hasee Toh Phasee,11766,"    Nikhil is re-introduced to Meeta nearly ten years after their first meeting. Now, as Nikhil has one week to prove himself worth enough to marry Meeta's sister Karishma, the old acquaintances become quite close to each other.",2014,07-Feb-14,141 min,tt3173910,Hasee Toh Phasee,2014-02-07
"     Director: Omung Kumar |      Stars: Robin Das,  Rajni Basumatary,  Priyanka Chopra,  Zachary Coffin ",U,"Action, Biography, Drama            ","590,165",6.8,"https://ia.media-imdb.com/images/M/MV5BNjc0MjA0NzIzMF5BMl5BanBnXkFtZTgwMjg0MTQyMjE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Mary Kom,8680,"    A chronicle of the life of Indian boxer Mary Kom, who went through several hardships before audaciously accomplishing her ultimate dream.",2014,05-Sep-14,122 min,tt3001638,Mary Kom,2014-09-05
"     Director: Anurag Kashyap |      Stars: Rahul Bhat,  Ronit Roy,  Tejaswini Kolhapure,  Vineet Kumar Singh ",A,"Crime, Drama, Mystery            ",NA,8.1,"https://ia.media-imdb.com/images/M/MV5BNzA0ODUwMzUzNV5BMl5BanBnXkFtZTgwMDA0NTQwMDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ugly,14506,    The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters.,2013,26-Dec-14,128 min,tt2882328,Ugly ,2014-12-26
"     Director: Pradeep Sarkar |      Stars: Rani Mukerji,  Tahir Raj Bhasin,  Priyanka Sharma,  Mona Ambegaonkar ",A,"Action, Crime, Drama            ",NA,7.3,"https://ia.media-imdb.com/images/M/MV5BMjI1MTA5MzM2MF5BMl5BanBnXkFtZTgwNjk2MDgwMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Mardaani,8580,"    A story of Shivani Shivaji Roy, Crime Branch, who sets out to confront the mastermind behind a child trafficking mafia.",2014,22-Aug-14,113 min,tt3495000,Mardaani,2014-08-22
"     Directors: Sajid,  Farhad Samji |      Stars: Akshay Kumar,  Tamannaah Bhatia,  Johnny Lever,  Prakash Raj ",UA,"Action, Comedy, Drama            ",NA,4.7,"https://ia.media-imdb.com/images/M/MV5BNjg0MDMzY2YtYWFjMS00MGRiLTkzNzQtNWIzMmRlYjM0ODUxXkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,It's Entertainment,6286,"    Akhil (Akshay Kumar) finds out that he is the heir of 3000 crore rupees as he and his mother were abandoned by his diamond baron father (Panna Laal Johari) who is now dead. However, his ...                See full summary »",2014,08-Aug-14,140 min,tt2978626,It's Entertainment,2014-08-08
"     Director: Shashanka Ghosh |      Stars: Sonam Kapoor,  Fawad Khan,  Ratna Pathak Shah,  Kiron Kher ",UA,"Comedy, Romance            ","710,508",6.4,"https://ia.media-imdb.com/images/M/MV5BMTU0MzI0MzAxM15BMl5BanBnXkFtZTgwNzk0MTA2MjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Khoobsurat,6208,    A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.,2014,19-Sep-14,130 min,tt3554418,Khoobsurat,2014-09-19
"     Director: Abhishek Chaubey |      Stars: Naseeruddin Shah,  Madhuri Dixit,  Arshad Warsi,  Huma Qureshi ",UA,"Comedy, Drama, Romance            ",NA,7.1,"https://ia.media-imdb.com/images/M/MV5BMTkxMzU3MDMxMV5BMl5BanBnXkFtZTgwMzM5MDk3MDE@._V1_UY209_CR9,0,140,209_AL_.jpg",-1,Dedh Ishqiya,6227,    Two lousy crooks find paradise in the seven stages of love.,2014,10-Jan-14,152 min,tt2675978,Dedh Ishqiya,2014-01-10
"     Director: Rohit Shetty |      Stars: Kareena Kapoor Khan,  Ajay Devgn,  Anupam Kher,  Mahesh Manjrekar ",UA,"Action, Drama            ","1,231,550",5.7,"https://ia.media-imdb.com/images/M/MV5BZDFiZjg4MjYtMDBmYy00NzY0LWI5NTctOWJlODc2NzhiMTU0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Singham Returns,5941,"    Owing to the wrongdoings affiliated with evils similar to black money, an honest but ferocious police officer returns as the Deputy Commissioner of Police with the prospect of wiping out injustice.",2014,15-Aug-14,142 min,tt2309764,Singham Returns,2014-08-15
"     Director: Nitesh Tiwari |      Stars: Amitabh Bachchan,  Boman Irani,  Parth Bhalerao,  Sanjay Mishra ",U,"Comedy, Drama, Fantasy            ",NA,6.8,"https://ia.media-imdb.com/images/M/MV5BMzk1MTMyMjAxMV5BMl5BanBnXkFtZTgwMDA1Mzc0MTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Bhoothnath Returns,4023,"    A ghost returns back from his world to prove something. But on earth, he has something more to do for his country.",2014,11-Apr-14,155 min,tt3531852,Bhoothnath Returns,2014-04-11
"     Director: Sabir Khan |      Stars: Tiger Shroff,  Kriti Sanon,  Parth Akerkar,  Anuradha Chandan ",UA,"Action, Romance            ","63,051",5.4,"https://ia.media-imdb.com/images/M/MV5BNGY4NDQxMDMtYmE0OS00ZDhiLTgyMTUtMGU4NzE3OGNmNGVmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Heropanti,6812,"    A man loves a woman, whose family does not believe in love.",2014,23-May-14,146 min,tt3142232,Heropanti,2014-05-23
"     Director: David Dhawan |      Stars: Varun Dhawan,  Ileana D'Cruz,  Nargis Fakhri,  Arunoday Singh ",UA,"Action, Comedy, Romance            ","274,579",5.3,"https://ia.media-imdb.com/images/M/MV5BOWMxMGQ0ODEtMDcxYy00MmI5LTliMzMtMWNkMWIzZWU0MzhjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Main Tera Hero,6027,    Sreenath Prasad aka Seenu is the most notorious boy in Ooty. He drops out of college in Ooty in order to pursue education in a Bangalore college. Here he falls in love with Sunaina. But ...                See full summary »,2014,04-Apr-14,128 min,tt2762334,Main Tera Hero,2014-04-04
"     Director: Shashank Khaitan |      Stars: Varun Dhawan,  Alia Bhatt,  Ashutosh Rana,  Sidharth Shukla ",UA,"Comedy, Drama, Romance            ","380,011",6,"https://ia.media-imdb.com/images/M/MV5BMjE3MDA4NjMxN15BMl5BanBnXkFtZTgwMzc4NzkxMjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Humpty Sharma Ki Dulhania,8880,    Two spoiled brats meet over the purchase of an expensive wedding skirt in Delhi. Thus begins a romance under the shadow of her arranged marriage.,2014,11-Jul-14,133 min,tt3678938,Humpty Sharma Ki Dulhania,2014-07-11
"     Director: Homi Adajania |      Stars: Deepika Padukone,  Arjun Kapoor,  Naseeruddin Shah,  Dimple Kapadia ",NA,"Adventure, Comedy, Drama            ","515,393",5.8,"https://ia.media-imdb.com/images/M/MV5BMjE1Nzk2Mjk2OF5BMl5BanBnXkFtZTgwMTE5NTYxMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Finding Fanny,5593,    A man embarks on a road trip to find his lost love.,2014,12-Sep-14,102 min,tt3142688,Finding Fanny,2014-09-12
"     Director: Kunal Deshmukh |      Stars: Yugesh Anil,  Mohammed Zeeshan Ayyub,  Vishwanath Chatterjee,  Tarun Dudeja ",UA,"Crime, Drama, Thriller            ","131,105",6.1,"https://ia.media-imdb.com/images/M/MV5BMjU0ZGVlZTQtMzE4MS00YjlkLTg1N2QtNDQxYWU0YTRkODcxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Raja Natwarlal,3349,    A small-time con man seeks assistance from his mentor with the intention of settling scores with a gangster.,2014,29-Aug-14,141 min,tt3483712,Raja Natwarlal,2014-08-29
"     Directors: Vijay Raaz,  Karan Arora |      Stars: Vijay Raaz,  Manu Rishi Chadha,  Raj Zutshi,  Vishwajeet Pradhan ",UA,"Drama, History, War            ",NA,7.5,"https://ia.media-imdb.com/images/M/MV5BMjIwMTU2ODY5MF5BMl5BanBnXkFtZTgwOTIzOTQ2MTE@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Kya Dilli Kya Lahore,1689,"    In 1948, a cross-fire erupts at an isolated stretch of Indo-Pak border, leaving only two soldiers alive. One is an Indian soldier of Pakistani origin while the other happens to be a ...                See full summary »",2014,02-May-14,98 min,tt2063745,Kya Dilli Kya Lahore,2014-05-02
"     Director: Rajat Kapoor |      Stars: Sanjay Mishra,  Seema Bhargava,  Rajat Kapoor,  Taranjit Kaur ",U,"Comedy, Drama            ",NA,8,"https://ia.media-imdb.com/images/M/MV5BMTY4YjY3ZDgtYjVhZS00MWY4LTlkYmMtNGI4ZGY4YzhiZmIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ankhon Dekhi,7236,"    Ankhon Dekhi centers around Raje Bauji, played by Sanjay Mishra who, after a dramatic incident, decides that he will only believe what he sees with his eyes.",2013,21-Mar-14,107 min,tt3614516,Ankhon Dekhi,2014-03-21
"     Director: Eeshwar Nivas |      Stars: Ali Zafar,  Yami Gautam,  Anupam Kher,  Kiron Kher ",UA,"Comedy, Drama, Romance            ",NA,5,"https://ia.media-imdb.com/images/M/MV5BMjIxOTQ1NTE4N15BMl5BanBnXkFtZTgwMjk0MTIyMTE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Total Siyapaa,2572,"    A young musician hopes to marry his beautiful Indian girlfriend, but his plans hit a snag when her family learns he's Pakistani.",2014,07-Mar-14,108 min,tt2727028,Total Siyapaa,2014-03-07
"     Director: Abhishek Sharma |      Stars: Akshay Kumar,  Lisa Haydon,  Anupam Kher,  Rajni Basumatary ",UA,Comedy            ,NA,5.3,"https://ia.media-imdb.com/images/M/MV5BMWJjMjZhNGMtNDM4NS00ZWI1LTk2OTgtNDVjNjM0MWQ5NThiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,The Shaukeens,2416,    Three friends in their 60s try to do everything that they couldn't do in their younger days - before death arrives.,2014,07-Nov-14,124 min,tt3848888,The Shaukeens,2014-11-07
